[ 2014-10-10T16:34:13+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007918s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000448s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.007121s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000253s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000194s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000706s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000794s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011562s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011650s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Run ContentReplace Behavior [ RunTime:0.000559s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Run TokenBuild Behavior [ RunTime:0.000591s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000347s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000557s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002265s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000453s ]
[ 2014-10-10T17:27:11+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000525s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.000996s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001106s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001874s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001966s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008816s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000588s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006336s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000363s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000299s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000950s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001056s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011660s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011756s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000663s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000646s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000441s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000754s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002721s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000804s ]
[ 2014-10-10T17:31:50+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000889s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.001091s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001202s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000801s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000887s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008919s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000360s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.007057s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000325s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000251s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000749s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000835s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011129s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011216s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000749s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000662s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000427s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000649s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002708s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000634s ]
[ 2014-10-10T17:43:26+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000715s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | INFO: Tag[ route_check ] --START--
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | INFO: Run CheckRoute Behavior [ RunTime:0.001260s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001394s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000611s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000687s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007248s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000358s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006347s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000284s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000226s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/18 | NOTIC: [8] Undefined index: Urlsz YouZiAction.class.php 第 36 行.
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ route_check ] --START--
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run CheckRoute Behavior [ RunTime:0.000859s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ route_check ] --END-- [ RunTime:0.000958s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000545s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000618s ]
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T17:46:16+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007803s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000332s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005863s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000312s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000265s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SHOW COLUMNS FROM `xt_history` [ RunTime:0.004399s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | NOTIC: [8] Undefined index: S_Date YouZiAction.class.php 第 4894 行.
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | NOTIC: [8] Undefined index: E_Date YouZiAction.class.php 第 4895 行.
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | NOTIC: [8] Undefined index: UserID YouZiAction.class.php 第 4896 行.
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | NOTIC: [8] Undefined index: tp YouZiAction.class.php 第 4897 行.
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT COUNT(*) AS tp_count FROM `xt_history` WHERE ( action_type<11 or action_type>=25 ) LIMIT 1   [ RunTime:0.137547s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT * FROM `xt_history` WHERE ( action_type<11 or action_type>=25 ) ORDER BY pdt desc LIMIT 0,20   [ RunTime:0.176090s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `s18` FROM `xt_fee` LIMIT 1   [ RunTime:0.000248s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_template ] --START--
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run LocationTemplate Behavior [ RunTime:0.000897s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_template ] --END-- [ RunTime:0.000982s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =363 LIMIT 1   [ RunTime:0.000357s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =363 LIMIT 1   [ RunTime:0.000219s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =363 LIMIT 1   [ RunTime:0.000196s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =368 LIMIT 1   [ RunTime:0.000255s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =368 LIMIT 1   [ RunTime:0.000170s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =368 LIMIT 1   [ RunTime:0.000271s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =565 LIMIT 1   [ RunTime:0.000248s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =565 LIMIT 1   [ RunTime:0.000207s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =565 LIMIT 1   [ RunTime:0.000233s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =577 LIMIT 1   [ RunTime:0.000421s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =577 LIMIT 1   [ RunTime:0.000229s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =577 LIMIT 1   [ RunTime:0.000182s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =587 LIMIT 1   [ RunTime:0.000196s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =587 LIMIT 1   [ RunTime:0.000200s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =587 LIMIT 1   [ RunTime:0.000363s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =588 LIMIT 1   [ RunTime:0.000225s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =588 LIMIT 1   [ RunTime:0.000200s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =588 LIMIT 1   [ RunTime:0.000196s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =362 LIMIT 1   [ RunTime:0.000167s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | SQL: SELECT `user_id` FROM `xt_fck` WHERE id =362 LIMIT 1   [ RunTime:0.000199s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run ParseTemplate Behavior [ RunTime:0.042775s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_parse ] --END-- [ RunTime:0.042850s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run ContentReplace Behavior [ RunTime:0.000749s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run TokenBuild Behavior [ RunTime:0.000614s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000388s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run ShowRuntime Behavior [ RunTime:0.000584s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002550s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_end ] --START--
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Run ShowPageTrace Behavior [ RunTime:0.000542s ]
[ 2014-10-10T17:46:17+08:00 ] /ak911/index.php/YouZi/adminmoneyflows | INFO: Tag[ view_end ] --END-- [ RunTime:0.000618s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ route_check ] --START--
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Run CheckRoute Behavior [ RunTime:0.000732s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000836s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000532s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000606s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008155s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000378s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.008395s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000281s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000225s ]
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [8] Undefined index: Urlsz YouZiAction.class.php 第 36 行.
[ 2014-10-10T17:48:52+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --START--
