[ 2014-10-05T18:51:00+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000196s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000245s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000205s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000188s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000207s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Run ParseTemplate Behavior [ RunTime:0.057400s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_parse ] --END-- [ RunTime:0.057474s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Run ContentReplace Behavior [ RunTime:0.000522s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Run TokenBuild Behavior [ RunTime:0.000546s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000308s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Run ShowRuntime Behavior [ RunTime:0.004246s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005827s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_end ] --START--
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Run ShowPageTrace Behavior [ RunTime:0.000568s ]
[ 2014-10-05T22:15:23+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_end ] --END-- [ RunTime:0.000666s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run CheckRoute Behavior [ RunTime:0.000950s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ route_check ] --END-- [ RunTime:0.001085s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000630s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000702s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007703s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '295' ) AND ( `user_id` = '666666' ) LIMIT 1   [ RunTime:0.000309s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.002410s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000206s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_jydt` [ RunTime:0.001399s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT * FROM `xt_jydt` WHERE ( `id` IN ('7') ) AND ( `status` = 0 )  [ RunTime:0.000304s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `agent_use`,`user_id` FROM `xt_fck` WHERE ( `id` = '295' ) LIMIT 1   [ RunTime:0.000198s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_template ] --START--
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run LocationTemplate Behavior [ RunTime:0.000989s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_template ] --END-- [ RunTime:0.001091s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ParseTemplate Behavior [ RunTime:0.017313s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017397s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ContentReplace Behavior [ RunTime:0.000374s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run TokenBuild Behavior [ RunTime:0.000425s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000264s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ShowRuntime Behavior [ RunTime:0.000566s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001871s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_end ] --START--
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ShowPageTrace Behavior [ RunTime:0.004193s ]
[ 2014-10-05T22:15:34+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_end ] --END-- [ RunTime:0.004264s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run CheckRoute Behavior [ RunTime:0.000973s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001073s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000630s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000705s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_template ] --START--
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000397s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000474s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014122s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014211s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run ContentReplace Behavior [ RunTime:0.000432s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run TokenBuild Behavior [ RunTime:0.000455s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000312s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run ShowRuntime Behavior [ RunTime:0.004221s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005630s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_end ] --START--
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000572s ]
[ 2014-10-05T22:15:56+08:00 ] /index.php/Public/LogOut/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000647s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run CheckRoute Behavior [ RunTime:0.000978s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001077s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000656s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000729s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_template ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run LocationTemplate Behavior [ RunTime:0.004251s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.004330s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014094s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014177s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run ContentReplace Behavior [ RunTime:0.004203s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run TokenBuild Behavior [ RunTime:0.000514s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000266s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000565s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005764s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_end ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000529s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/login/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000599s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.004666s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004770s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000650s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000723s ]
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T22:15:58+08:00 ] /index.php/Public/verify/ | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | INFO: Run CheckRoute Behavior [ RunTime:0.000983s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001083s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000661s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000733s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005992s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003773s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | SQL: SELECT `id`,`user_id`,`password`,`is_pay`,`is_lock`,`nickname`,`user_name`,`is_agent`,`user_type`,`last_login_time`,`login_count`,`is_boss` FROM `xt_fck` WHERE ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000287s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead PublicAction.class.php 第 562 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | SQL: UPDATE `xt_fck` SET `user_type`='5a9ca4a622549faf72a053fbae8ed377' WHERE ( `id` = '1' ) [ RunTime:0.000232s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000205s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public/checkLogin/ | SQL: update xt_fck set last_login_time=new_login_time,last_login_ip=new_login_ip,new_login_time=1412518569,new_login_ip='113.246.61.185' where id=1 [ RunTime:0.000235s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | INFO: Run CheckRoute Behavior [ RunTime:0.000963s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | INFO: Tag[ route_check ] --END-- [ RunTime:0.001062s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000633s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000706s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php/Public | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000656s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000758s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Undefined variable: get CommonAction.class.php 第 159 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.005580s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000290s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006071s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000199s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003798s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.003998s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000438s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1412438400 WHERE _times !=1412438400 [ RunTime:0.000263s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [2] mysql_num_rows(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 132 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [2] mysql_free_result(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 97 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.001848s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT SUM(b1) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000230s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000218s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000197s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT SUM(b4) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000201s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT SUM(b5) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000192s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT SUM(b6) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000196s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT `s2`,`i4`,`str29`,`str4`,`str5`,`str1` FROM `xt_fee` LIMIT 1   [ RunTime:0.000178s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.001390s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000179s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.007394s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000323s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT `s11` FROM `xt_fee` LIMIT 1   [ RunTime:0.000165s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003590s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_xiaof` [ RunTime:0.004990s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | SQL: SELECT `id`,`user_id`,`agent_cf`,`re_path` FROM `xt_fck` WHERE is_pay>0 and agent_cf>=5|5|5|5|5  [ RunTime:0.000249s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_template ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000566s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000676s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.041476s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.041582s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000531s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000523s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000291s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000550s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002100s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_end ] --START--
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000504s ]
[ 2014-10-05T22:16:09+08:00 ] /index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000597s ]
[ 2014-10-05T22:16:10+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T22:16:10+08:00 ] /index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.000976s ]
[ 2014-10-05T22:16:10+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001076s ]
[ 2014-10-05T22:16:10+08:00 ] /index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T22:16:10+08:00 ] /index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000649s ]
[ 2014-10-05T22:16:10+08:00 ] /index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000722s ]
