[ 2014-10-23T14:06:42+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/1 | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:08:44+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007527s ]
[ 2014-10-23T15:08:44+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000381s ]
[ 2014-10-23T15:08:44+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005785s ]
[ 2014-10-23T15:08:44+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000277s ]
[ 2014-10-23T15:08:44+08:00 ] /ak911/index.php/Backup/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T15:08:44+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000267s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001025s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001134s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Run ParseTemplate Behavior [ RunTime:0.018769s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018881s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Run ContentReplace Behavior [ RunTime:0.000884s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Run TokenBuild Behavior [ RunTime:0.000916s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000581s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000906s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003568s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000802s ]
[ 2014-10-23T15:08:45+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000937s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run CheckRoute Behavior [ RunTime:0.001004s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001104s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000727s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000805s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007433s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000375s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005731s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000285s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000287s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001300s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001402s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011434s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011525s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run ContentReplace Behavior [ RunTime:0.000672s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run TokenBuild Behavior [ RunTime:0.000670s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000445s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000787s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002780s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000652s ]
[ 2014-10-23T15:15:25+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000729s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run CheckRoute Behavior [ RunTime:0.000978s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001087s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000841s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000966s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008063s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000497s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006089s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000335s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000258s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000864s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000956s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010710s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010799s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run ContentReplace Behavior [ RunTime:0.000689s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run TokenBuild Behavior [ RunTime:0.001070s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000555s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000822s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003363s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000625s ]
[ 2014-10-23T15:16:24+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000701s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | INFO: Run CheckRoute Behavior [ RunTime:0.000941s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001039s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000794s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000870s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009904s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000324s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005849s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000428s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000264s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/3 | NOTIC: [8] Undefined index: Urlsz YouZiAction.class.php 第 40 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run CheckRoute Behavior [ RunTime:0.000902s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ route_check ] --END-- [ RunTime:0.000992s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001319s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001404s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007258s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000356s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006091s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000274s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000236s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT * FROM `xt_fee` LIMIT 1   [ RunTime:0.000476s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run LocationTemplate Behavior [ RunTime:0.001078s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_template ] --END-- [ RunTime:0.001177s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [8] Undefined variable: fee_str1 991437000a10cbf29d75ac5689ca7255.php 第 150 行.
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ParseTemplate Behavior [ RunTime:0.029529s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029613s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ContentReplace Behavior [ RunTime:0.000626s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run TokenBuild Behavior [ RunTime:0.000682s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000457s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ShowRuntime Behavior [ RunTime:0.000660s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002636s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ShowPageTrace Behavior [ RunTime:0.000612s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_end ] --END-- [ RunTime:0.000690s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run CheckRoute Behavior [ RunTime:0.000882s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ route_check ] --END-- [ RunTime:0.000976s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000732s ]
[ 2014-10-23T15:21:10+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000806s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007484s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000361s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005440s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000227s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000303s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT * FROM `xt_fee` LIMIT 1   [ RunTime:0.001002s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run LocationTemplate Behavior [ RunTime:0.000981s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_template ] --END-- [ RunTime:0.001074s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [8] Undefined variable: fee_str1 991437000a10cbf29d75ac5689ca7255.php 第 150 行.
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ParseTemplate Behavior [ RunTime:0.013658s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013743s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ContentReplace Behavior [ RunTime:0.000669s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run TokenBuild Behavior [ RunTime:0.000698s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000518s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ShowRuntime Behavior [ RunTime:0.000737s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002855s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ShowPageTrace Behavior [ RunTime:0.000738s ]
[ 2014-10-23T15:21:11+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_end ] --END-- [ RunTime:0.000822s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run CheckRoute Behavior [ RunTime:0.001649s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ route_check ] --END-- [ RunTime:0.001807s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001234s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001373s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008041s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000436s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.007908s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000419s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000291s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | SQL: SELECT * FROM `xt_fee` LIMIT 1   [ RunTime:0.000479s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run LocationTemplate Behavior [ RunTime:0.001094s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_template ] --END-- [ RunTime:0.001188s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | NOTIC: [8] Undefined variable: fee_str1 b1459057af1b8f937dab2ad01af883da.php 第 150 行.
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Run ParseTemplate Behavior [ RunTime:0.017069s ]
[ 2014-10-23T15:26:39+08:00 ] /ak911/index.php/YouZi/setParameter | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017184s ]
